组织单元,品种,周龄,出孵日期,饲养组合,出孵数量
安庆,gw5,29,2025-07-25,混,11290
安庆,mjh5,37,2025-07-25,母,6804
安庆,mjh5,37,2025-07-25,母,4536
安庆,mjh5,37,2025-07-25,公,6804
安庆,mjh5,37,2025-07-25,公,4536
安庆,msx2,29,2025-07-25,母,747
安庆,msx2,29,2025-07-25,母,6577
安庆,msx2,29,2025-07-25,母,3327
安庆,msx2,29,2025-07-25,公,748
安庆,msx2,29,2025-07-25,公,6577
安庆,msx2,29,2025-07-25,公,3326
安庆,uhsh4,37,2025-07-25,母,4587
安庆,uhsh4,37,2025-07-25,公,4586
安庆,uhsh4,41,2025-07-25,母,6729
安庆,uhsh4,41,2025-07-25,公,6728
安庆,ay2,34,2025-07-26,母,6804
安庆,ay2,34,2025-07-26,母,4536
安庆,ay2,34,2025-07-26,公,6804
安庆,ay2,34,2025-07-26,公,4536
安庆,csx5,46,2025-07-26,母,6804
安庆,csx5,46,2025-07-26,公,6804
安庆,csx5,56,2025-07-26,母,2293
安庆,csx5,56,2025-07-26,母,2268
安庆,csx5,56,2025-07-26,公,2293
安庆,csx5,56,2025-07-26,公,2268
安庆,ehy5,38,2025-07-26,母,6955
安庆,ehy5,38,2025-07-26,母,4637
安庆,ehy5,38,2025-07-26,公,6955
安庆,ehy5,38,2025-07-26,公,4637
安庆,hl4,34,2025-07-26,母,6653
安庆,hl4,34,2025-07-26,母,6653
安庆,hl4,34,2025-07-26,公,6653
安庆,hl4,34,2025-07-26,公,6653
安庆,msx2,46,2025-07-26,母,6653
安庆,msx2,46,2025-07-26,公,6653
安庆,msx2,47,2025-07-26,母,6653
安庆,msx2,47,2025-07-26,公,6653
安庆,ay2,51,2025-07-27,母,6577
安庆,ay2,51,2025-07-27,母,5761
安庆,ay2,51,2025-07-27,母,741
安庆,ay2,51,2025-07-27,公,6577
安庆,ay2,51,2025-07-27,公,5761
安庆,ay2,51,2025-07-27,公,740
安庆,cmt1,38,2025-07-27,母,6955
安庆,cmt1,38,2025-07-27,母,2319
安庆,cmt1,38,2025-07-27,公,6955
安庆,cmt1,38,2025-07-27,公,2318
安庆,gmt2,56,2025-07-27,母,6729
安庆,gmt2,56,2025-07-27,母,2217
安庆,gmt2,56,2025-07-27,公,6728
安庆,gmt2,56,2025-07-27,公,2218
安庆,hl4,50,2025-07-27,母,6577
安庆,hl4,50,2025-07-27,母,2167
安庆,hl4,50,2025-07-27,公,6577
安庆,hl4,50,2025-07-27,公,2167
安庆,uhsh4,37,2025-07-27,母,6955
安庆,uhsh4,37,2025-07-27,公,6955
安庆,uhsh4,41,2025-07-27,母,6804
安庆,uhsh4,41,2025-07-27,公,6804
安庆,csx5,46,2025-07-28,母,2243
安庆,csx5,46,2025-07-28,母,2243
安庆,csx5,46,2025-07-28,公,2243
安庆,csx5,46,2025-07-28,公,2243
安庆,csx5,56,2025-07-28,母,4536
安庆,csx5,56,2025-07-28,公,4536
安庆,ehshZ4,34,2025-07-28,母,6729
安庆,ehshZ4,34,2025-07-28,母,3402
安庆,ehshZ4,34,2025-07-28,公,6728
安庆,ehshZ4,34,2025-07-28,公,3402
安庆,gw5,48,2025-07-28,混,8870
安庆,hl4,42,2025-07-28,母,3289
安庆,hl4,42,2025-07-28,母,6653
安庆,hl4,42,2025-07-28,公,3288
安庆,hl4,42,2025-07-28,公,6653
安庆,msx2,46,2025-07-28,母,5831
安庆,msx2,46,2025-07-28,公,5832
安庆,msx2,48,2025-07-28,母,4485
安庆,msx2,48,2025-07-28,母,887
安庆,msx2,48,2025-07-28,公,4486
安庆,msx2,48,2025-07-28,公,887
安庆,uhsh4,37,2025-07-28,母,2293
安庆,uhsh4,37,2025-07-28,母,2293
安庆,uhsh4,37,2025-07-28,公,2293
安庆,uhsh4,37,2025-07-28,公,2293
安庆,uhsh4,51,2025-07-28,母,6653
安庆,uhsh4,51,2025-07-28,母,4485
安庆,uhsh4,51,2025-07-28,公,6653
安庆,uhsh4,51,2025-07-28,公,4486
安庆,ay2,51,2025-07-29,母,4133
安庆,ay2,51,2025-07-29,公,4133
安庆,ay2,62,2025-07-29,母,6048
安庆,ay2,62,2025-07-29,公,6048
安庆,ehmt2A,55,2025-07-29,母,3364
安庆,ehmt2A,55,2025-07-29,母,6653
安庆,ehmt2A,55,2025-07-29,公,3364
安庆,ehmt2A,55,2025-07-29,公,6653
安庆,gw5,48,2025-07-29,混,13306
安庆,hl4,34,2025-07-29,母,6577
安庆,hl4,34,2025-07-29,母,3289
安庆,hl4,34,2025-07-29,公,6577
安庆,hl4,34,2025-07-29,公,3288
安庆,mjh5,37,2025-07-29,母,4536
安庆,mjh5,37,2025-07-29,母,6729
安庆,mjh5,37,2025-07-29,公,4536
安庆,mjh5,37,2025-07-29,公,6728
安庆,msx2,29,2025-07-29,母,6577
安庆,msx2,29,2025-07-29,母,2193
安庆,msx2,29,2025-07-29,母,2193
安庆,msx2,29,2025-07-29,公,6577
安庆,msx2,29,2025-07-29,公,2192
安庆,msx2,29,2025-07-29,公,2192
安庆,ay2,35,2025-07-30,母,6804
安庆,ay2,35,2025-07-30,母,5973
安庆,ay2,35,2025-07-30,公,6804
安庆,ay2,35,2025-07-30,公,5972
安庆,ay2,51,2025-07-30,母,767
安庆,ay2,51,2025-07-30,公,767
安庆,csx5,46,2025-07-30,母,6729
安庆,csx5,46,2025-07-30,公,6728
安庆,csx5,57,2025-07-30,母,2243
安庆,csx5,57,2025-07-30,公,2243
安庆,gmt2,57,2025-07-30,母,6729
安庆,gmt2,57,2025-07-30,公,6728
安庆,msx2,47,2025-07-30,母,2268
安庆,msx2,47,2025-07-30,母,2268
安庆,msx2,47,2025-07-30,公,2268
安庆,msx2,47,2025-07-30,公,2268
安庆,msx2,48,2025-07-30,母,4536
安庆,msx2,48,2025-07-30,公,4536
安庆,uhsh4,38,2025-07-30,母,6879
安庆,uhsh4,38,2025-07-30,公,6880
安庆,uhsh4,42,2025-07-30,母,2243
安庆,uhsh4,42,2025-07-30,母,6653
安庆,uhsh4,42,2025-07-30,公,2243
安庆,uhsh4,42,2025-07-30,公,6653
安庆,ay2,52,2025-07-31,母,4233
安庆,ay2,52,2025-07-31,母,6123
安庆,ay2,52,2025-07-31,公,4234
安庆,ay2,52,2025-07-31,公,6124
安庆,ay2,62,2025-07-31,母,2041
安庆,ay2,62,2025-07-31,母,2041
安庆,ay2,62,2025-07-31,公,2041
安庆,ay2,62,2025-07-31,公,2041
安庆,csx4,35,2025-07-31,母,6804
安庆,csx4,35,2025-07-31,母,2293
安庆,csx4,35,2025-07-31,公,6804
安庆,csx4,35,2025-07-31,公,2293
安庆,ehy5,39,2025-07-31,母,6879
安庆,ehy5,39,2025-07-31,母,2293
安庆,ehy5,39,2025-07-31,公,6880
安庆,ehy5,39,2025-07-31,公,2293
安庆,gmt2A,26,2025-07-31,母,5973
安庆,gmt2A,26,2025-07-31,母,4083
安庆,gmt2A,26,2025-07-31,公,5972
安庆,gmt2A,26,2025-07-31,公,4082
安庆,msx2,30,2025-07-31,母,1754
安庆,msx2,30,2025-07-31,母,6577
安庆,msx2,30,2025-07-31,公,1754
安庆,msx2,30,2025-07-31,公,6577
安庆,msx2,47,2025-07-31,母,433
安庆,msx2,47,2025-07-31,公,434
安顺,ehshZ4,44,2025-07-01,母,6577
安顺,ehshZ4,44,2025-07-01,母,4385
安顺,ehshZ4,44,2025-07-01,公,6577
安顺,ehshZ4,44,2025-07-01,公,4385
安顺,mjq5A,48,2025-07-01,母,6653
安顺,mjq5A,48,2025-07-01,母,1011
安顺,mjq5A,48,2025-07-01,母,2167
安顺,mjq5A,48,2025-07-01,公,6653
安顺,mjq5A,48,2025-07-01,公,1012
安顺,mjq5A,48,2025-07-01,公,2167
安顺,mshZ3,60,2025-07-01,母,3669
安顺,mshZ3,60,2025-07-01,公,3669
安顺,yh3A,28,2025-07-01,母,5821
安顺,yh3A,28,2025-07-01,母,3831
安顺,yh3A,28,2025-07-01,公,5821
安顺,yh3A,28,2025-07-01,公,3830
安顺,yh3A,50,2025-07-01,母,6729
安顺,yh3A,50,2025-07-01,母,2217
安顺,yh3A,50,2025-07-01,母,1774
安顺,yh3A,50,2025-07-01,公,6728
安顺,yh3A,50,2025-07-01,公,2218
安顺,yh3A,50,2025-07-01,公,1774
安顺,ehshZ4,44,2025-07-02,母,4985
安顺,ehshZ4,44,2025-07-02,母,1517
安顺,ehshZ4,44,2025-07-02,公,4984
安顺,ehshZ4,44,2025-07-02,公,1517
安顺,ehshZ4,49,2025-07-02,母,6501
安顺,ehshZ4,49,2025-07-02,公,6502
安顺,hm5A,28,2025-07-02,母,5897
安顺,hm5A,28,2025-07-02,母,2587
安顺,hm5A,28,2025-07-02,母,1293
安顺,hm5A,28,2025-07-02,公,5897
安顺,hm5A,28,2025-07-02,公,2587
安顺,hm5A,28,2025-07-02,公,1294
安顺,hm5A,31,2025-07-02,母,6048
安顺,hm5A,31,2025-07-02,母,3266
安顺,hm5A,31,2025-07-02,公,6048
安顺,hm5A,31,2025-07-02,公,3266
安顺,mshZ3,60,2025-07-02,母,4821
安顺,mshZ3,60,2025-07-02,公,4822
安顺,hm3A,37,2025-07-03,母,6577
安顺,hm3A,37,2025-07-03,母,2193
安顺,hm3A,37,2025-07-03,母,1479
安顺,hm3A,37,2025-07-03,公,6577
安顺,hm3A,37,2025-07-03,公,2192
安顺,hm3A,37,2025-07-03,公,1478
安顺,hm3A,56,2025-07-03,母,6426
安顺,hm3A,56,2025-07-03,母,1270
安顺,hm3A,56,2025-07-03,公,6426
安顺,hm3A,56,2025-07-03,公,1270
安顺,hm3A,61,2025-07-03,母,2117
安顺,hm3A,61,2025-07-03,公,2117
安顺,mjq5A,48,2025-07-03,母,6501
安顺,mjq5A,48,2025-07-03,母,3141
安顺,mjq5A,48,2025-07-03,公,6502
安顺,mjq5A,48,2025-07-03,公,3142
安顺,mpw3A,50,2025-07-03,母,6577
安顺,mpw3A,50,2025-07-03,母,1857
安顺,mpw3A,50,2025-07-03,公,6577
安顺,mpw3A,50,2025-07-03,公,1856
安顺,mshZ3,51,2025-07-03,母,565
安顺,mshZ3,51,2025-07-03,公,564
安顺,mshZ3,60,2025-07-03,母,2294
安顺,mshZ3,60,2025-07-03,公,2294
安顺,yh3A,37,2025-07-03,母,6577
安顺,yh3A,37,2025-07-03,母,4435
安顺,yh3A,37,2025-07-03,公,6577
安顺,yh3A,37,2025-07-03,公,4435
安顺,hm3A,41,2025-07-04,母,6577
安顺,hm3A,41,2025-07-04,母,3654
安顺,hm3A,41,2025-07-04,公,6577
安顺,hm3A,41,2025-07-04,公,3654
安顺,mshZ3,31,2025-07-04,母,5635
安顺,mshZ3,31,2025-07-04,公,5634
安顺,mshZ3,51,2025-07-04,母,887
安顺,mshZ3,51,2025-07-04,母,897
安顺,mshZ3,51,2025-07-04,公,887
安顺,mshZ3,51,2025-07-04,公,897
安顺,yh2A,57,2025-07-04,母,6501
安顺,yh2A,57,2025-07-04,母,2167
安顺,yh2A,57,2025-07-04,母,1999
安顺,yh2A,57,2025-07-04,公,6502
安顺,yh2A,57,2025-07-04,公,2167
安顺,yh2A,57,2025-07-04,公,1999
安顺,yh3A,41,2025-07-04,母,6729
安顺,yh3A,41,2025-07-04,母,4435
安顺,yh3A,41,2025-07-04,公,6728
安顺,yh3A,41,2025-07-04,公,4435
安顺,ehshZ4,45,2025-07-05,母,6577
安顺,ehshZ4,45,2025-07-05,母,2777
安顺,ehshZ4,45,2025-07-05,母,2217
安顺,ehshZ4,45,2025-07-05,母,2193
安顺,ehshZ4,45,2025-07-05,公,6577
安顺,ehshZ4,45,2025-07-05,公,2777
安顺,ehshZ4,45,2025-07-05,公,2218
安顺,ehshZ4,45,2025-07-05,公,2192
安顺,ehshZ4,50,2025-07-05,母,6275
安顺,ehshZ4,50,2025-07-05,母,714
安顺,ehshZ4,50,2025-07-05,公,6275
安顺,ehshZ4,50,2025-07-05,公,714
安顺,hm5A,28,2025-07-05,母,6048
安顺,hm5A,28,2025-07-05,母,4032
安顺,hm5A,28,2025-07-05,公,6048
安顺,hm5A,28,2025-07-05,公,4032
安顺,mshZ3,51,2025-07-05,母,6653
安顺,mshZ3,51,2025-07-05,母,1885
安顺,mshZ3,51,2025-07-05,公,6653
安顺,mshZ3,51,2025-07-05,公,1885
安顺,mshZ3,61,2025-07-05,母,1035
安顺,mshZ3,61,2025-07-05,公,1036
安顺,yh3A,29,2025-07-05,母,5821
安顺,yh3A,29,2025-07-05,母,3981
安顺,yh3A,29,2025-07-05,公,5821
安顺,yh3A,29,2025-07-05,公,3982
安顺,hm5A,32,2025-07-06,母,6351
安顺,hm5A,32,2025-07-06,母,3528
安顺,hm5A,32,2025-07-06,公,6350
安顺,hm5A,32,2025-07-06,公,3528
安顺,mjq5A,49,2025-07-06,母,6653
安顺,mjq5A,49,2025-07-06,母,1023
安顺,mjq5A,49,2025-07-06,母,2193
安顺,mjq5A,49,2025-07-06,公,6653
安顺,mjq5A,49,2025-07-06,公,1023
安顺,mjq5A,49,2025-07-06,公,2192
安顺,mpw3A,50,2025-07-06,母,6426
安顺,mpw3A,50,2025-07-06,母,1857
安顺,mpw3A,50,2025-07-06,公,6426
安顺,mpw3A,50,2025-07-06,公,1856
安顺,mshZ3,31,2025-07-06,母,6577
安顺,mshZ3,31,2025-07-06,公,6577
安顺,yh3A,50,2025-07-06,母,6653
安顺,yh3A,50,2025-07-06,母,4435
安顺,yh3A,50,2025-07-06,公,6653
安顺,yh3A,50,2025-07-06,公,4435
安顺,hm3A,38,2025-07-07,母,6501
安顺,hm3A,38,2025-07-07,母,3570
安顺,hm3A,38,2025-07-07,公,6502
安顺,hm3A,38,2025-07-07,公,3570
安顺,hm3A,42,2025-07-07,母,6426
安顺,hm3A,42,2025-07-07,母,1428
安顺,hm3A,42,2025-07-07,母,2117
安顺,hm3A,42,2025-07-07,公,6426
安顺,hm3A,42,2025-07-07,公,1428
安顺,hm3A,42,2025-07-07,公,2117
安顺,mshZ3,32,2025-07-07,母,3654
安顺,mshZ3,32,2025-07-07,公,3654
安顺,yh3A,38,2025-07-07,母,6729
安顺,yh3A,38,2025-07-07,母,2991
安顺,yh3A,38,2025-07-07,母,1479
安顺,yh3A,38,2025-07-07,公,6728
安顺,yh3A,38,2025-07-07,公,2990
安顺,yh3A,38,2025-07-07,公,1478
安顺,yh3A,42,2025-07-07,母,6804
安顺,yh3A,42,2025-07-07,母,4587
安顺,yh3A,42,2025-07-07,公,6804
安顺,yh3A,42,2025-07-07,公,4586
安顺,ehshZ4,45,2025-07-08,母,6501
安顺,ehshZ4,45,2025-07-08,母,2631
安顺,ehshZ4,45,2025-07-08,母,723
安顺,ehshZ4,45,2025-07-08,公,6502
安顺,ehshZ4,45,2025-07-08,公,2631
安顺,ehshZ4,45,2025-07-08,公,722
安顺,ehshZ4,50,2025-07-08,母,6501
安顺,ehshZ4,50,2025-07-08,公,6502
安顺,hm3A,57,2025-07-08,母,6426
安顺,hm3A,57,2025-07-08,母,3612
安顺,hm3A,57,2025-07-08,公,6426
安顺,hm3A,57,2025-07-08,公,3612
安顺,hm5A,29,2025-07-08,母,6123
安顺,hm5A,29,2025-07-08,母,3629
安顺,hm5A,29,2025-07-08,公,6124
安顺,hm5A,29,2025-07-08,公,3629
安顺,mshZ3,32,2025-07-08,母,6653
安顺,mshZ3,32,2025-07-08,母,2217
安顺,mshZ3,32,2025-07-08,公,6653
安顺,mshZ3,32,2025-07-08,公,2218
安顺,hm5A,32,2025-07-09,母,6275
安顺,hm5A,32,2025-07-09,母,3528
安顺,hm5A,32,2025-07-09,公,6275
安顺,hm5A,32,2025-07-09,公,3528
安顺,mjq5A,49,2025-07-09,母,6653
安顺,mjq5A,49,2025-07-09,母,739
安顺,mjq5A,49,2025-07-09,母,2513
安顺,mjq5A,49,2025-07-09,公,6653
安顺,mjq5A,49,2025-07-09,公,739
安顺,mjq5A,49,2025-07-09,公,2514
安顺,mshZ3,52,2025-07-09,母,6577
安顺,mshZ3,52,2025-07-09,母,2217
安顺,mshZ3,52,2025-07-09,公,6577
安顺,mshZ3,52,2025-07-09,公,2218
安顺,yh3A,29,2025-07-09,母,5973
安顺,yh3A,29,2025-07-09,母,5973
安顺,yh3A,29,2025-07-09,母,3810
安顺,yh3A,29,2025-07-09,公,5972
安顺,yh3A,29,2025-07-09,公,5972
安顺,yh3A,29,2025-07-09,公,3810
安顺,ehshZ4,45,2025-07-10,母,6577
安顺,ehshZ4,45,2025-07-10,母,511
安顺,ehshZ4,45,2025-07-10,母,1681
安顺,ehshZ4,45,2025-07-10,母,2167
安顺,ehshZ4,45,2025-07-10,公,6577
安顺,ehshZ4,45,2025-07-10,公,512
安顺,ehshZ4,45,2025-07-10,公,1681
安顺,ehshZ4,45,2025-07-10,公,2167
安顺,ehshZ4,50,2025-07-10,母,4385
安顺,ehshZ4,50,2025-07-10,公,4385
安顺,mjq5A,49,2025-07-10,母,6501
安顺,mjq5A,49,2025-07-10,母,3179
安顺,mjq5A,49,2025-07-10,公,6502
安顺,mjq5A,49,2025-07-10,公,3178
安顺,mpw3A,51,2025-07-10,母,6426
安顺,mpw3A,51,2025-07-10,母,1857
安顺,mpw3A,51,2025-07-10,公,6426
安顺,mpw3A,51,2025-07-10,公,1856
安顺,mshZ3,32,2025-07-10,母,1479
安顺,mshZ3,32,2025-07-10,公,1478
安顺,yh2A,58,2025-07-10,母,6351
安顺,yh2A,58,2025-07-10,母,4284
安顺,yh2A,58,2025-07-10,公,6350
安顺,yh2A,58,2025-07-10,公,4284
安顺,hm3A,38,2025-07-11,母,6577
安顺,hm3A,38,2025-07-11,母,3612
安顺,hm3A,38,2025-07-11,公,6577
安顺,hm3A,38,2025-07-11,公,3612
安顺,mshZ3,32,2025-07-11,母,6653
安顺,mshZ3,32,2025-07-11,母,2957
安顺,mshZ3,32,2025-07-11,公,6653
安顺,mshZ3,32,2025-07-11,公,2957
安顺,mshZ3,52,2025-07-11,母,4385
安顺,mshZ3,52,2025-07-11,公,4385
安顺,yh3A,38,2025-07-11,母,6577
安顺,yh3A,38,2025-07-11,母,4335
安顺,yh3A,38,2025-07-11,公,6577
安顺,yh3A,38,2025-07-11,公,4334
安顺,yh3A,51,2025-07-11,母,6729
安顺,yh3A,51,2025-07-11,母,2217
安顺,yh3A,51,2025-07-11,母,2217
安顺,yh3A,51,2025-07-11,公,6728
安顺,yh3A,51,2025-07-11,公,2218
安顺,yh3A,51,2025-07-11,公,2218
安顺,hm3A,42,2025-07-12,母,6426
安顺,hm3A,42,2025-07-12,母,1428
安顺,hm3A,42,2025-07-12,母,2117
安顺,hm3A,42,2025-07-12,公,6426
安顺,hm3A,42,2025-07-12,公,1428
安顺,hm3A,42,2025-07-12,公,2117
安顺,hm5A,29,2025-07-12,母,6199
安顺,hm5A,29,2025-07-12,母,1633
安顺,hm5A,29,2025-07-12,母,1905
安顺,hm5A,29,2025-07-12,公,6199
安顺,hm5A,29,2025-07-12,公,1633
安顺,hm5A,29,2025-07-12,公,1905
安顺,mjq5A,50,2025-07-12,母,6501
安顺,mjq5A,50,2025-07-12,母,3323
安顺,mjq5A,50,2025-07-12,公,6502
安顺,mjq5A,50,2025-07-12,公,3323
安顺,yh3A,30,2025-07-12,母,6275
安顺,yh3A,30,2025-07-12,母,4233
安顺,yh3A,30,2025-07-12,公,6275
安顺,yh3A,30,2025-07-12,公,4234
安顺,yh3A,42,2025-07-12,母,6577
安顺,yh3A,42,2025-07-12,母,4385
安顺,yh3A,42,2025-07-12,公,6577
安顺,yh3A,42,2025-07-12,公,4385
安顺,ehshZ4,46,2025-07-13,母,6426
安顺,ehshZ4,46,2025-07-13,母,2142
安顺,ehshZ4,46,2025-07-13,母,4335
安顺,ehshZ4,46,2025-07-13,公,6426
安顺,ehshZ4,46,2025-07-13,公,2142
安顺,ehshZ4,46,2025-07-13,公,4334
安顺,ehshZ4,51,2025-07-13,母,5712
安顺,ehshZ4,51,2025-07-13,公,5712
安顺,hm3A,38,2025-07-13,母,4998
安顺,hm3A,38,2025-07-13,公,4998
安顺,hm3A,43,2025-07-13,母,4998
安顺,hm3A,43,2025-07-13,公,4998
安顺,hm5A,33,2025-07-13,母,6048
安顺,hm5A,33,2025-07-13,母,672
安顺,hm5A,33,2025-07-13,母,1344
安顺,hm5A,33,2025-07-13,母,1344
安顺,hm5A,33,2025-07-13,公,6048
安顺,hm5A,33,2025-07-13,公,672
安顺,hm5A,33,2025-07-13,公,1344
安顺,hm5A,33,2025-07-13,公,1344
安顺,hm3A,57,2025-07-14,母,6351
安顺,hm3A,57,2025-07-14,母,3347
安顺,hm3A,57,2025-07-14,公,6350
安顺,hm3A,57,2025-07-14,公,3346
安顺,mjq5A,50,2025-07-14,母,6426
安顺,mjq5A,50,2025-07-14,母,1878
安顺,mjq5A,50,2025-07-14,母,1301
安顺,mjq5A,50,2025-07-14,公,6426
安顺,mjq5A,50,2025-07-14,公,1878
安顺,mjq5A,50,2025-07-14,公,1300
安顺,mpw3A,51,2025-07-14,母,6501
安顺,mpw3A,51,2025-07-14,母,1754
安顺,mpw3A,51,2025-07-14,公,6502
安顺,mpw3A,51,2025-07-14,公,1754
安顺,mshZ3,33,2025-07-14,母,6653
安顺,mshZ3,33,2025-07-14,母,2193
安顺,mshZ3,33,2025-07-14,公,6653
安顺,mshZ3,33,2025-07-14,公,2192
安顺,yh3A,39,2025-07-14,母,6501
安顺,yh3A,39,2025-07-14,母,4335
安顺,yh3A,39,2025-07-14,公,6502
安顺,yh3A,39,2025-07-14,公,4334
安顺,yh3A,43,2025-07-14,母,4839
安顺,yh3A,43,2025-07-14,公,4838
安顺,ehshZ4,46,2025-07-15,母,6577
安顺,ehshZ4,46,2025-07-15,母,2631
安顺,ehshZ4,46,2025-07-15,公,6577
安顺,ehshZ4,46,2025-07-15,公,2631
安顺,ehshZ4,51,2025-07-15,母,2070
安顺,ehshZ4,51,2025-07-15,母,1461
安顺,ehshZ4,51,2025-07-15,母,1445
安顺,ehshZ4,51,2025-07-15,公,2070
安顺,ehshZ4,51,2025-07-15,公,1462
安顺,ehshZ4,51,2025-07-15,公,1445
安顺,hm3A,39,2025-07-15,母,5057
安顺,hm3A,39,2025-07-15,公,5057
安顺,hm3A,43,2025-07-15,母,4998
安顺,hm3A,43,2025-07-15,公,4998
安顺,hm5A,30,2025-07-15,母,6199
安顺,hm5A,30,2025-07-15,母,1747
安顺,hm5A,30,2025-07-15,母,1905
安顺,hm5A,30,2025-07-15,公,6199
安顺,hm5A,30,2025-07-15,公,1747
安顺,hm5A,30,2025-07-15,公,1905
安顺,yh3A,30,2025-07-15,母,6275
安顺,yh3A,30,2025-07-15,母,4375
安顺,yh3A,30,2025-07-15,公,6275
安顺,yh3A,30,2025-07-15,公,4374
安顺,hm5A,33,2025-07-16,母,6123
安顺,hm5A,33,2025-07-16,母,1344
安顺,hm5A,33,2025-07-16,母,2016
安顺,hm5A,33,2025-07-16,公,6124
安顺,hm5A,33,2025-07-16,公,1344
安顺,hm5A,33,2025-07-16,公,2016
安顺,mshZ3,53,2025-07-16,母,6577
安顺,mshZ3,53,2025-07-16,母,731
安顺,mshZ3,53,2025-07-16,公,6577
安顺,mshZ3,53,2025-07-16,公,731
安顺,yh3A,43,2025-07-16,母,6653
安顺,yh3A,43,2025-07-16,母,4435
安顺,yh3A,43,2025-07-16,公,6653
安顺,yh3A,43,2025-07-16,公,4435
安顺,yh3A,52,2025-07-16,母,6653
安顺,yh3A,52,2025-07-16,母,4435
安顺,yh3A,52,2025-07-16,公,6653
安顺,yh3A,52,2025-07-16,公,4435
安顺,hm3A,39,2025-07-17,母,5645
安顺,hm3A,39,2025-07-17,公,5645
安顺,hm3A,43,2025-07-17,母,4427
安顺,hm3A,43,2025-07-17,公,4427
安顺,mjq5A,50,2025-07-17,母,6501
安顺,mjq5A,50,2025-07-17,母,2142
安顺,mjq5A,50,2025-07-17,母,714
安顺,mjq5A,50,2025-07-17,母,578
安顺,mjq5A,50,2025-07-17,母,847
安顺,mjq5A,50,2025-07-17,公,6502
安顺,mjq5A,50,2025-07-17,公,2142
安顺,mjq5A,50,2025-07-17,公,714
安顺,mjq5A,50,2025-07-17,公,578
安顺,mjq5A,50,2025-07-17,公,846
安顺,mshZ3,33,2025-07-17,母,5700
安顺,mshZ3,33,2025-07-17,公,5700
安顺,mshZ3,53,2025-07-17,母,1512
安顺,mshZ3,53,2025-07-17,公,1512
安顺,yh2A,59,2025-07-17,母,6351
安顺,yh2A,59,2025-07-17,母,6426
安顺,yh2A,59,2025-07-17,公,6350
安顺,yh2A,59,2025-07-17,公,6426
安顺,yh3A,30,2025-07-17,母,6426
安顺,yh3A,30,2025-07-17,母,4385
安顺,yh3A,30,2025-07-17,公,6426
安顺,yh3A,30,2025-07-17,公,4385
安顺,ehshZ4,46,2025-07-18,母,6426
安顺,ehshZ4,46,2025-07-18,母,2117
安顺,ehshZ4,46,2025-07-18,母,4233
安顺,ehshZ4,46,2025-07-18,公,6426
安顺,ehshZ4,46,2025-07-18,公,2117
安顺,ehshZ4,46,2025-07-18,公,4234
安顺,ehshZ4,51,2025-07-18,母,5779
安顺,ehshZ4,51,2025-07-18,公,5779
安顺,mshZ3,33,2025-07-18,母,2217
安顺,mshZ3,33,2025-07-18,母,723
安顺,mshZ3,33,2025-07-18,公,2218
安顺,mshZ3,33,2025-07-18,公,722
安顺,yh3A,39,2025-07-18,母,6501
安顺,yh3A,39,2025-07-18,母,4141
安顺,yh3A,39,2025-07-18,公,6502
安顺,yh3A,39,2025-07-18,公,4141
安顺,hm3A,39,2025-07-19,母,5201
安顺,hm3A,39,2025-07-19,公,5202
安顺,hm3A,43,2025-07-19,母,5057
安顺,hm3A,43,2025-07-19,公,5057
安顺,hm5A,30,2025-07-19,母,5973
安顺,hm5A,30,2025-07-19,母,3629
安顺,hm5A,30,2025-07-19,公,5972
安顺,hm5A,30,2025-07-19,公,3629
安顺,mjq5A,51,2025-07-19,母,6653
安顺,mjq5A,51,2025-07-19,母,2661
安顺,mjq5A,51,2025-07-19,母,747
安顺,mjq5A,51,2025-07-19,公,6653
安顺,mjq5A,51,2025-07-19,公,2661
安顺,mjq5A,51,2025-07-19,公,748
安顺,mpw3A,52,2025-07-19,母,6351
安顺,mpw3A,52,2025-07-19,母,1301
安顺,mpw3A,52,2025-07-19,母,723
安顺,mpw3A,52,2025-07-19,公,6350
安顺,mpw3A,52,2025-07-19,公,1300
安顺,mpw3A,52,2025-07-19,公,722
安顺,ehshZ4,47,2025-07-20,母,5635
安顺,ehshZ4,47,2025-07-20,母,877
安顺,ehshZ4,47,2025-07-20,母,2023
安顺,ehshZ4,47,2025-07-20,公,5634
安顺,ehshZ4,47,2025-07-20,公,877
安顺,ehshZ4,47,2025-07-20,公,2022
安顺,hm5A,34,2025-07-20,母,6275
安顺,hm5A,34,2025-07-20,母,1673
安顺,hm5A,34,2025-07-20,母,2067
安顺,hm5A,34,2025-07-20,公,6275
安顺,hm5A,34,2025-07-20,公,1674
安顺,hm5A,34,2025-07-20,公,2066
安顺,mshZ3,33,2025-07-20,母,6653
安顺,mshZ3,33,2025-07-20,母,2193
安顺,mshZ3,33,2025-07-20,公,6653
安顺,mshZ3,33,2025-07-20,公,2192
安顺,mshZ3,53,2025-07-20,母,2777
安顺,mshZ3,53,2025-07-20,公,2777
安顺,yh3A,31,2025-07-20,母,5919
安顺,yh3A,31,2025-07-20,母,4385
安顺,yh3A,31,2025-07-20,公,5920
安顺,yh3A,31,2025-07-20,公,4385
安顺,yh3A,43,2025-07-20,母,6729
安顺,yh3A,43,2025-07-20,母,4485
安顺,yh3A,43,2025-07-20,公,6728
安顺,yh3A,43,2025-07-20,公,4486
